#100: 	#ame  Not available in demo
#101: 	#ame  Game inactive - waiting for both sides
#102: 	#ame  US
#103: 	#ame  VC
#104: 	#ame  to take ammo
#105: 	#ame  Ammo full
#106: 	#ame  You have to drop
#107: 	#ame  to pick up
#108: 	#ame  You already have
#9835: 	#ame October 21st 1967: Another LLDB mess yesterday.  Nhut, Defort, Crocker and I drove to one of our Montagnard villages to attend to a sick call, but on our way, we were told that the LLDBs at the outpost were in trouble again. Rosenfield ordered us to go there and see if we could help out. It turned out they would‘ve been overrun without reinforcements, but fortunately, the LLDBs here are badass fighters and together we kicked the Ho Chi Minh bastards asses. We had to take out a few mortars, and we managed to clear the area of Charlie. Still, I don‘t envy the Vietnamese on that hill. They’re just asking for more trouble being stuck up there, like sitting ducks!
	
	
	
#9836: 	#ame November 5th 1967: Our AO seems calm. We‘re back to the usual routine once again – guard shifts, CIDG training and patrols. I only feel like writing when something out of the blue happens. Like today – Rosenfield told us some disturbingly bad news. On Oct. 29, the 273th VC regiment attacked a Special Forces camp in Loc Ninh. The fighting was vicious and bloody, then reinforcements in the form of two battalions (1st infantry division) turned up. The guerillas might have lost 900 men, but it made me wonder who would help us if something like that happened here. Against a full battalion, we wouldn’t even last a few hours! \n
	
#9837: 	#ame November 9th 1967: Again, it‘s our turn to clean up somebody else‘s mess. Cambodia‘s getting hotter and HQ sent in a few LLRP teams along with some South Vietnamese. Unfortunately, the only radio connection with them is via a radio relay located on the hill named Dong Tham Hanh on our side of the border. Our task is to replace the guys that are currently defending the relay. The Congs are far from being complete idiots – they know very well what we‘re up to and so the relay is a major pain in the ass for them. I think we‘re gonna have a lot of fun there. 
	
	
	
	
	
	
	
	
	
	
	
	
#9838: 	#ame November 11th 1967:  Gee, that was close! The hill was swarming with Charlie, and we were landed right in the crossfire. I have no idea how many of them we took out, but new ones just kept appearing. It‘s like they were appearing out of thin air or something. In the last moments, just as we were running out of ammo, a report came in that all of our teams are out of Cambodia and that we were allowed to get the hell outta there. We wouldn‘t have had lasted for much longer. But before we got into the hueys, Bronson managed to set up some surprise fireworks for our friends– C-4s and Claymores - and I believe a few of the overly curious were quickly roasted in to crispy critters.  
	
	
	
#9839: 	#ame November 14th 1967: Yesterday we recon'd the Song Nong river valley. We managed to catch 10 Charlies and 10 ammo carriers. We counted 14 corpses and captured two wounded and I think nobody got out of there alive. The two prisoners were surprisingly quite self-confident, to the point they even threatened us! I wonder what makes them so self-assured? I felt like giving them away as a gift to our LLDBs, but the big shots want POWs – so let them have some.  \n
	
#9840: 	#ame November 15th 1967: A CIDG patrol from our base was ambushed about 6 miles away from where we had liquidated the VC unit yesterday. Three of our Montagnards didn‘t come back to Nui Pek. Four more were wounded. Their commander didn‘t make it back and his deputy said they fought about 40-50 VCs!  Because of that, we have to go to the border tomorrow to find out what‘s going on.  \n
	
#9841: 	#ame November 19th 1967: We came back from the patrol in the morning. We managed to penetrate about 2-3 miles into Cambodian territory, but didn't find anything extraordinary. We‘ve had three sharp contacts. I‘ve collected a few fliers of NV propaganda. Now I‘m going to get some sleep, because I haven‘t had any for two days. We agreed with Rosenfield that in-depth recon would help here. However, we can‘t make that happen ourselves, but the Captain did say privately that there maybe such an operation under way already. 
	
	
	
#9842: 	#ame November 26th 1967: Our LLDBs have been penetrating Cambodia for a week now. We have SF to support them from the rear and cover their retreat back across the border. Fortunately, it‘s been constantly raining, which isn't exactly comfortable, but it keeps us safe. I'm cold and tired and the last thing I feel like doing at the moment is writing.   \n
	
#9843: 	#ame November 27th 1967: Our trips across the border have yielded some fruit. Our locals sniffed out an NVA camp right behind the border and HQ wants to give them a surprise firework display! We have just come back from Nha Trang, where we learned the details for this operation. We will target the NVA positions around the hill with the Po Tlong Karai temple ruins. First we will enter the birds, then the LLDB and the CIDG should sweep the place. We’re only there to provide a backup in case something goes wrong. If any of us should stay there, uncle Ho would get his “Americans in Cambodia”, which we definitely don‘t want.  \n
	
	
	
	
	
	
	
	
	
	
#9844: 	#ame November 29th 1967: I need a vacation and I need it NOW! Yesterday‘s binge behind the border shook me up quite a bit. I have developed a phobia for tunnels – I feel like I‘m crawling through them much too often for it to be any good for my health. It's only a question of time before I go in and never come out \n \n
	Gee, that was something! First, they shot down our huey, then we played hit-and-run with NVA through the jungle. We then had to break from the foot of the hill all the way to the top. There, ruins swarming with Vietnamese awaited us. So far, so good. But why oh why did I volunteer to examine the tunnel through which some officers escaped? What did I get myself into? The roof caved in right behind me! So I had to continue into the tunnel system which lead to where? Right into the middle of a goddamn Charlie village, a little bit too much for a single guy to take on. I feel like I‘ve used up more than my share of good luck for a few years to come.  Give me strength, give me rest.  \n 
#9845: 	#ame November 30th 1967: I‘ll have to attend the de-briefing in Nha Trang.  The HQ's gonna see some tough talking but I'll sure be pleased for the change of scene. \n
	
#9846: 	#ame December 5th 1967: I came in from Nha Trang this morning. I had my time off in Saigon postponed for a while.. Nothing has changed, except I miss a few of my CIDG buddies. They had some tough times here while I was gone. The commies attempted a mortar ambush and the LLDB had some casualties too. I just hope Duong is hanging in there.     
	
	
	
	
	
	
	
	
	
	
	
#9847: 	#ame December 17th 1967: This morning, we lost a huey over the Khe Bana river. They sent me to rescue the pilot, who survived by pulling off an emergency landing in a rice field on the river bank. A slick gave me cover as the area was teaming with enemies.  It took some doing but we pulled the guy out of there.  A good day's work.  \n
	
#9848: 	#ame December 23rd 1967: Christmas soon. I wonder what presents Santa Ho‘s going to drop down our chimney? \n \n
	Today, a few of the LLDB guys came along for a visit and promised to come back tomorrow. I might sound a bit emotional, but they were Christians and we ended up singing carols together. Which reminds me – I received two letters yesterday, both from my family. Everything‘s OK back home. One letter I'll keep private, while the other mentioned the political situation back home, the whole anti-war movement...it makes me sick. I don‘t even want to write about it.  \n
